 INFO  Accepting connections at http://localhost:8005
 HTTP  2/6/2026 12:38:05 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 12:39:06 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:39:06 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:40:07 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:40:07 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:41:08 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:41:08 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:42:09 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:42:09 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:43:10 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:43:10 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:44:11 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:44:11 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 12:45:12 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:45:12 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:46:13 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:46:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:47:14 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:47:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:48:15 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:48:15 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:49:16 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:49:16 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:50:17 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:50:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:51:18 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:51:18 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:52:19 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:52:19 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:53:20 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:53:20 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:54:21 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:54:21 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 12:55:22 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:55:22 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:56:23 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:56:23 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 12:57:24 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:57:24 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 12:58:25 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:58:25 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 12:59:26 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 12:59:26 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:00:27 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:00:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:01:28 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:01:28 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:02:29 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:02:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:03:30 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:03:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:04:31 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:04:31 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:04:54 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:04:54 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:05:54 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:05:54 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:06:55 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:06:55 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:07:56 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:07:56 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:08:57 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:08:57 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:09:58 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:09:58 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:10:59 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:10:59 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:12:00 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:12:00 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:13:01 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:13:01 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:14:02 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:14:02 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:15:03 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:15:03 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:16:04 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:16:04 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:17:05 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:17:05 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:18:06 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:18:06 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:19:07 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:19:07 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:20:08 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:20:08 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:21:09 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:21:09 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:22:10 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:22:10 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:23:11 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:23:11 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:24:12 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:24:12 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:25:13 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:25:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:26:14 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:26:14 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:27:15 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:27:15 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:28:16 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:28:16 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:29:17 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:29:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:30:18 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:30:18 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:31:19 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:31:19 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:32:21 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:32:21 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:33:21 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:33:21 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:34:22 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:34:22 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:35:23 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:35:23 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:36:24 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:36:24 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:37:25 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:37:25 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:38:26 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:38:26 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:39:27 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:39:27 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:40:28 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:40:28 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:41:29 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:41:29 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:42:30 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:42:30 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:43:31 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:43:31 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 1:44:32 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:44:32 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:45:33 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:45:33 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:46:34 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:46:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:47:35 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:47:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:48:36 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:48:36 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:49:37 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:49:37 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:50:38 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:50:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:51:39 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:51:39 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:52:40 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:52:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:53:41 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:53:41 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:54:42 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:54:42 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:55:43 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:55:43 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 1:56:44 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:56:44 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:57:45 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:57:45 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:58:46 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:58:46 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 1:59:47 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 1:59:47 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 2:00:48 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 2:00:48 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 2:06:48 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 2:06:48 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 2:28:17 AM 127.0.0.1 GET /
 HTTP  2/6/2026 2:28:17 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 GET /assets/index-ed09cec4.js
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 GET /assets/index-179954eb.css
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 2:28:18 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 2:28:19 AM 127.0.0.1 GET /favicon.ico
 HTTP  2/6/2026 2:28:19 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  2/6/2026 2:28:25 AM 127.0.0.1 GET /
 HTTP  2/6/2026 2:28:25 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 2:28:26 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 2:28:26 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 3:08:54 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 3:08:54 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 3:18:28 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 3:18:28 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 3:18:34 AM 127.0.0.1 GET /
 HTTP  2/6/2026 3:18:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 3:18:35 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 3:18:35 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 4:02:24 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 4:02:24 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 5:03:55 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 5:03:55 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 6:02:59 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 6:02:59 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 GET /
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 GET /assets/index-ed09cec4.js
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 GET /assets/index-179954eb.css
 HTTP  2/6/2026 6:38:24 AM 127.0.0.1 Returned 304 in 0 ms
 HTTP  2/6/2026 6:38:25 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 6:38:25 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 6:38:26 AM 127.0.0.1 GET /favicon.ico
 HTTP  2/6/2026 6:38:26 AM 127.0.0.1 Returned 304 in 1 ms
 HTTP  2/6/2026 6:38:33 AM 127.0.0.1 GET /
 HTTP  2/6/2026 6:38:33 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 6:38:36 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 6:38:36 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 6:45:04 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 6:45:04 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 6:59:46 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 6:59:46 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:17:44 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:17:44 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:28:02 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:28:02 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:28:05 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:28:05 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:29:13 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:29:13 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:31:30 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:31:30 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 7:31:31 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:31:31 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:31:52 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:31:52 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 7:31:53 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:31:53 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:32:01 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:32:01 AM 127.0.0.1 Returned 200 in 0 ms
 HTTP  2/6/2026 7:32:02 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:32:02 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:37:39 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:37:39 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:40:57 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:40:57 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  2/6/2026 7:41:03 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:41:03 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 7:41:52 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:41:52 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:41:52 AM 127.0.0.1 GET /src/main.jsx
 HTTP  2/6/2026 7:41:52 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:42:03 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:42:03 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:42:04 AM 127.0.0.1 GET /src/main.jsx
 HTTP  2/6/2026 7:42:04 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:43:34 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:43:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:43:38 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:43:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:44:00 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:44:00 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:44:38 AM 127.0.0.1 GET /usage.json
 HTTP  2/6/2026 7:44:38 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:45:53 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:45:53 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 7:47:14 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:47:14 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 7:48:01 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:48:01 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:48:23 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:48:23 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:48:51 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:48:51 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  2/6/2026 7:49:01 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:49:01 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 7:49:19 AM 127.0.0.1 GET /
 HTTP  2/6/2026 7:49:19 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 8:02:47 AM 127.0.0.1 GET /
 HTTP  2/6/2026 8:02:47 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  2/6/2026 8:04:21 AM 127.0.0.1 HEAD /CHLOE_IS_HERE.txt
 HTTP  2/6/2026 8:04:21 AM 127.0.0.1 Returned 404 in 1 ms
 HTTP  2/6/2026 8:04:21 AM 127.0.0.1 HEAD /CHLOE_IS_HERE_STATIC.txt
 HTTP  2/6/2026 8:04:21 AM 127.0.0.1 Returned 404 in 1 ms
